Название,Адрес,Город,Номер телефона,Вебсайт,Cсылка
Магазин Dairos,"Октябрьский пр-т вл. 112 ТРЦ ""Выходной",Москва,+7 925 638-79-69,,https://www.google.com/maps/place/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+Dairos/data=!4m7!3m6!1s0x414ab73c8ae6b4bf:0xc153f8fe6394cd55!8m2!3d55.685042!4d37.877677!16s%2Fg%2F11hyk3lx24!19sChIJv7Tmijy3SkERVc2UY_74U8E?authuser=0&hl=ru&rclk=1
"Премьер-костюм, Магазин Одежды","ул. Жуковского, 5",Москва,+7 496 483-36-99,,"https://www.google.com/maps/place/%D0%9F%D1%80%D0%B5%D0%BC%D1%8C%D0%B5%D1%80-%D0%BA%D0%BE%D1%81%D1%82%D1%8E%D0%BC,+%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%9E%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B/data=!4m7!3m6!1s0x414abf4e7785be33:0x9a04bef6abcda7b5!8m2!3d55.598083!4d38.1151529!16s%2Fg%2F1tfkd3yt!19sChIJM76Fd06_SkERtafNq_a-BJo?authuser=0&hl=ru&rclk=1"
Robsen,,Москва,,,https://www.google.com/maps/place/Robsen/data=!4m7!3m6!1s0x414acbb5a0613405:0xcba9e594a2dd33d0!8m2!3d55.752347!4d37.8875475!16s%2Fg%2F11hbntrt92!19sChIJBTRhoLXLSkER0DPdopTlqcs?authuser=0&hl=ru&rclk=1
Мужские Костюмы,"ТД ""Щелково"", Щелковскoe ш., 100",Москва,+7 926 754-01-38,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%B8%D0%B5+%D0%9A%D0%BE%D1%81%D1%82%D1%8E%D0%BC%D1%8B/data=!4m7!3m6!1s0x46b534ace2c258c7:0x9a0ae54384a5889d!8m2!3d55.812206!4d37.830268!16s%2Fg%2F1hd_bt_35!19sChIJx1jC4qw0tUYRnYilhEPlCpo?authuser=0&hl=ru&rclk=1
Мужской Костюм,,Москва,,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%9A%D0%BE%D1%81%D1%82%D1%8E%D0%BC/data=!4m7!3m6!1s0x46b534d0152ec789:0x6d83b485877d6e84!8m2!3d55.7970581!4d37.7863751!16s%2Fg%2F11gffbbpk7!19sChIJiccuFdA0tUYRhG59h4W0g20?authuser=0&hl=ru&rclk=1
KANZLER,Москва шоссе Энтузиастов 12к2 ТРЦ Город,Москва,+7 495 114-21-35,,https://www.google.com/maps/place/KANZLER/data=!4m7!3m6!1s0x46b54ab035838fc9:0xa4b3eae359c967cc!8m2!3d55.7474162!4d37.707049!16s%2Fg%2F1260407cy!19sChIJyY-DNbBKtUYRzGfJWePqs6Q?authuser=0&hl=ru&rclk=1
TOMSOYER,"г. Москва, МЕГА Белая Дача, 1-й Покровский пр-д, 5",Москва,,,https://www.google.com/maps/place/TOMSOYER/data=!4m7!3m6!1s0x414ab6f589d0f76b:0x49284e599198eef7!8m2!3d55.6588768!4d37.8478151!16s%2Fg%2F11nmr_bmtr!19sChIJa_fQifW2SkER9-6YkVlOKEk?authuser=0&hl=ru&rclk=1
Tom Tailor,"Новорязанское ш., 8",Москва,+7 495 150-15-05,,https://www.google.com/maps/place/Tom+Tailor/data=!4m7!3m6!1s0x414ab64e100ea087:0xa441a6a54a44443a!8m2!3d55.6608802!4d37.8788102!16s%2Fg%2F11cn9z087t!19sChIJh6AOEE62SkEROkRESqWmQaQ?authuser=0&hl=ru&rclk=1
Восторг Магазин-ателье,"Красноармейская ул., 17",Москва,+7 496 465-01-51,,https://www.google.com/maps/place/%D0%92%D0%BE%D1%81%D1%82%D0%BE%D1%80%D0%B3+%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD-%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%D0%B5/data=!4m7!3m6!1s0x414ac0062bca6de9:0x2129332887f22e79!8m2!3d55.5725243!4d38.2363483!16s%2Fg%2F1vnthfnk!19sChIJ6W3KKwbASkEReS7yhygzKSE?authuser=0&hl=ru&rclk=1
Tom Tailor,"ТЦ ""Мега Белая Дача, 1-й Покровский пр-д, 5",Москва,+7 495 150-15-05,,https://www.google.com/maps/place/Tom+Tailor/data=!4m7!3m6!1s0x414ab6f6b274f689:0xa764cce7ad3271a!8m2!3d55.6532945!4d37.8446703!16s%2Fg%2F124t3x26f!19sChIJifZ0sva2SkERGifTes5Mdgo?authuser=0&hl=ru&rclk=1
Модерн,"ул. Михалевича, 5",Москва,,,https://www.google.com/maps/place/%D0%9C%D0%BE%D0%B4%D0%B5%D1%80%D0%BD/data=!4m7!3m6!1s0x414abff774b1a0f1:0x9053fca23efc14c2!8m2!3d55.5681409!4d38.2303946!16s%2Fg%2F11c67rz3p6!19sChIJ8aCxdPe_SkERwhT8PqL8U5A?authuser=0&hl=ru&rclk=1
Мужские костюмы,"Ногинский рынок, ул. Декабристов, 2с17",Москва,+7 903 009-26-47,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%B8%D0%B5+%D0%BA%D0%BE%D1%81%D1%82%D1%8E%D0%BC%D1%8B/data=!4m7!3m6!1s0x414ad9001165c255:0x252ff3a600740430!8m2!3d55.859479!4d38.4418769!16s%2Fg%2F11byvjb0pv!19sChIJVcJlEQDZSkERMAR0AKbzLyU?authuser=0&hl=ru&rclk=1
Боярис,"3-го Интернационала ул., 62",Москва,+7 926 105-44-34,,https://www.google.com/maps/place/%D0%91%D0%BE%D1%8F%D1%80%D0%B8%D1%81/data=!4m7!3m6!1s0x414ad90126e84b27:0x888526ac05a62e1d!8m2!3d55.855884!4d38.441491!16s%2Fg%2F11bwh5cbsd!19sChIJJ0voJgHZSkERHS6mBawmhYg?authuser=0&hl=ru&rclk=1
Сударь,"ул. Советская, 21",Москва,+7 495 640-24-68,,https://www.google.com/maps/place/%D0%A1%D1%83%D0%B4%D0%B0%D1%80%D1%8C/data=!4m7!3m6!1s0x414acc615d0901fb:0xce93aa12af70beb9!8m2!3d55.8040024!4d37.9356728!16s%2Fg%2F1v1vbrbz!19sChIJ-wEJXWHMSkERub5wrxKqk84?authuser=0&hl=ru&rclk=1
мужские костюмы в балашихе,"ул. Кирова, 19",Москва,+7 925 245-45-76,,https://www.google.com/maps/place/%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%B8%D0%B5+%D0%BA%D0%BE%D1%81%D1%82%D1%8E%D0%BC%D1%8B+%D0%B2+%D0%B1%D0%B0%D0%BB%D0%B0%D1%88%D0%B8%D1%85%D0%B5/data=!4m7!3m6!1s0x414ad021bb900001:0xadb68ef6f85c2191!8m2!3d55.8033216!4d38.1817088!16s%2Fg%2F11hb6b7vx3!19sChIJAQCQuyHQSkERkSFc-PaOtq0?authuser=0&hl=ru&rclk=1
Grostyle,"Пролетарский пр., 4",Москва,+7 495 741-47-10,,https://www.google.com/maps/place/Grostyle/data=!4m7!3m6!1s0x46b52d2988e2b6b9:0x5c2fd138cfcd5a00!8m2!3d55.9150535!4d37.9958029!16s%2Fg%2F11c318hk0p!19sChIJubbiiCkttUYRAFrNzzjRL1w?authuser=0&hl=ru&rclk=1
Имидж-салон Априори,"ул. 9-й Гвардейской Дивизии, 9а",Москва,+7 903 546-22-12,,https://www.google.com/maps/place/%D0%98%D0%BC%D0%B8%D0%B4%D0%B6-%D1%81%D0%B0%D0%BB%D0%BE%D0%BD+%D0%90%D0%BF%D1%80%D0%B8%D0%BE%D1%80%D0%B8/data=!4m7!3m6!1s0x46b56ef888a91295:0x7f8ba84f084ee667!8m2!3d55.913297!4d36.8648017!16s%2Fg%2F126180ldg!19sChIJlRKpiPhutUYRZ-ZOCE-oi38?authuser=0&hl=ru&rclk=1
MANSEL мужская одежда,"Дубравная ул., 34",Москва,+7 926 217-20-29,,https://www.google.com/maps/place/MANSEL+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%B0%D1%8F+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D0%B0/data=!4m7!3m6!1s0x46b54705e12c8c67:0x1540a722e5b0f21c!8m2!3d55.846367!4d37.3580737!16s%2Fg%2F12qgs0xpy!19sChIJZ4ws4QVHtUYRHPKw5SKnQBU?authuser=0&hl=ru&rclk=1
Магазин одежды EXCLUSIV,"ул. 9-й Гвардейской Дивизии, дом 9 стр. 3",Москва,+7 926 466-85-81,,https://www.google.com/maps/place/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B+EXCLUSIV/data=!4m7!3m6!1s0x46b56fa7c3174b3b:0xcda0c7dfc43e0a7f!8m2!3d55.913404!4d36.8647009!16s%2Fg%2F11hyls7zx0!19sChIJO0sXw6dvtUYRfwo-xN_HoM0?authuser=0&hl=ru&rclk=1
Истра Мода,"9-ой Гвардейской Дивизии ул, д.9, к.3",Москва,+7 985 282-11-71,,https://www.google.com/maps/place/%D0%98%D1%81%D1%82%D1%80%D0%B0+%D0%9C%D0%BE%D0%B4%D0%B0/data=!4m7!3m6!1s0x46b56ef90dd5f125:0xe74d70f44581832c!8m2!3d55.9116503!4d36.8692273!16s%2Fg%2F11h_x9h5cb!19sChIJJfHVDflutUYRLIOBRfRwTec?authuser=0&hl=ru&rclk=1
HENDERSON,"Пятницкое ш., 1с1, ТП «ОТРАДА», 1 этаж",Москва,+7 499 649-81-00,,https://www.google.com/maps/place/HENDERSON/data=!4m7!3m6!1s0x46b547494d7b5699:0xf9323dc39d16df0b!8m2!3d55.8760455!4d37.3320887!16s%2Fg%2F11f33vht8s!19sChIJmVZ7TUlHtUYRC98WncM9Mvk?authuser=0&hl=ru&rclk=1
WHITE CUFF,"Знаменская ул., 5",Москва,+7 971 000-29-08,,https://www.google.com/maps/place/WHITE+CUFF/data=!4m7!3m6!1s0x46b5465b63ccce7f:0xbbe99c0476a2b744!8m2!3d55.8189751!4d37.3470147!16s%2Fg%2F1pyqqcsjc!19sChIJf87MY1tGtUYRRLeidgSc6bs?authuser=0&hl=ru&rclk=1
BML OUTLET VILLAGE «FASHION HOUSE»,"д. Черная Грязь, Ленинградское шоссе, 14 км Outlet Village «Fashion House»",Москва,+7 495 480-61-18,,https://www.google.com/maps/place/BML+OUTLET+VILLAGE+%C2%ABFASHION+HOUSE%C2%BB/data=!4m7!3m6!1s0x46b53f5d7a36d847:0xb4bad4d43a4d56df!8m2!3d55.9796479!4d37.3020111!16s%2Fg%2F11f66v9lfh!19sChIJR9g2el0_tUYR31ZNOtTUurQ?authuser=0&hl=ru&rclk=1
ЭSТЕТ,"Дмитровское ш., 163а, ТРЦ ""РИО"" 1 этаж, 2-я галерея, рядом с фонтаном",Москва,+7 929 507-53-19,,https://www.google.com/maps/place/%D0%ADS%D0%A2%D0%95%D0%A2/data=!4m7!3m6!1s0x46b53bdae90741dd:0xd95629200f509135!8m2!3d55.9096818!4d37.5407051!16s%2Fg%2F11jfq9t3dl!19sChIJ3UEH6do7tUYRNZFQDyApVtk?authuser=0&hl=ru&rclk=1
Толстяк2005,"Алтуфьевское ш., 70",Москва,+7 906 084-04-60,,https://www.google.com/maps/place/%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D1%8F%D0%BA2005/data=!4m7!3m6!1s0x46b53788278309b3:0xfd188dfe0d747dc!8m2!3d55.888351!4d37.588889!16s%2Fg%2F11jllg6bt0!19sChIJswmDJ4g3tUYR3EfX4N-I0Q8?authuser=0&hl=ru&rclk=1
HENDERSON,"Промышленная ул., 6",Москва,+7 495 782-20-99,,https://www.google.com/maps/place/HENDERSON/data=!4m7!3m6!1s0x46b53e231d05a645:0x53ad61e199d6ca11!8m2!3d55.9682007!4d37.3155668!16s%2Fg%2F11hbl673xd!19sChIJRaYFHSM-tUYREcrWmeFhrVM?authuser=0&hl=ru&rclk=1
Donatto,"Большая Семеновская ул., 16",Москва,+7 495 664-25-45,,https://www.google.com/maps/place/Donatto/data=!4m7!3m6!1s0x46b53571f134caa9:0xe0e88f5f90550ce7!8m2!3d55.7820419!4d37.7044386!16s%2Fg%2F1pp2th6zk!19sChIJqco08XE1tUYR5wxVkF-P6OA?authuser=0&hl=ru&rclk=1
Сударь,"вл1, МКАД, 66-й километр, ТРЦ Вегас, Крокус Сити",Москва,+7 495 236-10-65,,https://www.google.com/maps/place/%D0%A1%D1%83%D0%B4%D0%B0%D1%80%D1%8C/data=!4m7!3m6!1s0x46b54776c2e05e67:0x9157f2969115452!8m2!3d55.8206476!4d37.3889653!16s%2Fg%2F11ftcbvt4j!19sChIJZ17gwnZHtUYRUlQRaSl_FQk?authuser=0&hl=ru&rclk=1
HENDERSON,"ТРЦ «ВЕСНА!», вл3с1, Алтуфьевское ш., 1-й километр, 1 этаж",Москва,+7 499 649-76-00,,https://www.google.com/maps/place/HENDERSON/data=!4m7!3m6!1s0x46b53a007e1b2189:0xe87c883671b2cb83!8m2!3d55.9126868!4d37.5850017!16s%2Fg%2F11cst0bpj7!19sChIJiSEbfgA6tUYRg8uycTaIfOg?authuser=0&hl=ru&rclk=1
Albione,"д. Воронки, 1, корп. 1",Москва,+7 495 280-34-68,,https://www.google.com/maps/place/Albione/data=!4m7!3m6!1s0x46b54584e2d58de5:0xd1dff786d1d6bfb1!8m2!3d55.8013634!4d37.279236!16s%2Fg%2F11r7vjhhkk!19sChIJ5Y3V4oRFtUYRsb_W0Yb339E?authuser=0&hl=ru&rclk=1
Мужские костюмы - Мистер Бивень,"Московская ул., 14",Москва,+7 926 992-98-68,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%B8%D0%B5+%D0%BA%D0%BE%D1%81%D1%82%D1%8E%D0%BC%D1%8B+-+%D0%9C%D0%B8%D1%81%D1%82%D0%B5%D1%80+%D0%91%D0%B8%D0%B2%D0%B5%D0%BD%D1%8C/data=!4m7!3m6!1s0x46b5396f8ede475d:0x17db94d67a45d119!8m2!3d55.894449!4d37.44899!16s%2Fg%2F11rggr_g7g!19sChIJXUfejm85tUYRGdFFetaU2xc?authuser=0&hl=ru&rclk=1
МИСТЕР,"Дубравная ул., 34/29",Москва,+7 495 225-84-33,,https://www.google.com/maps/place/%D0%9C%D0%98%D0%A1%D0%A2%D0%95%D0%A0/data=!4m7!3m6!1s0x46b54705e093b0ad:0x5ed53947dc7f15ea!8m2!3d55.846149!4d37.358078!16s%2Fg%2F1tctd8by!19sChIJrbCT4AVHtUYR6hV_3Ec51V4?authuser=0&hl=ru&rclk=1
Brut men,"ТЦ ""Оранжевый мир"", ул. Героев Панфиловцев, 1A",Москва,+7 495 315-20-64,,https://www.google.com/maps/place/Brut+men/data=!4m7!3m6!1s0x46b547f37e37065d:0x4ba5edf91e4194af!8m2!3d55.851487!4d37.438296!16s%2Fg%2F1pp2tj5hq!19sChIJXQY3fvNHtUYRr5RBHvntpUs?authuser=0&hl=ru&rclk=1
Франт,"ул. Фабрициуса, 13",Москва,+7 499 492-18-12,,https://www.google.com/maps/place/%D0%A4%D1%80%D0%B0%D0%BD%D1%82/data=!4m7!3m6!1s0x46b547efb5285faf:0xdf30f09e561031f3!8m2!3d55.8433476!4d37.4381467!16s%2Fg%2F1hdztxy91!19sChIJr18ote9HtUYR8zEQVp7wMN8?authuser=0&hl=ru&rclk=1
Officina36,"Большая Новодмитровская ул., 36 строение 2, вход 10",Москва,+7 925 507-55-70,,https://www.google.com/maps/place/Officina36/data=!4m7!3m6!1s0x46b549e299cfe1a9:0x934b18b99344c293!8m2!3d55.8047452!4d37.5852961!16s%2Fg%2F11c2k24zcq!19sChIJqeHPmeJJtUYRk8JEk7kYS5M?authuser=0&hl=ru&rclk=1
Пиджак + Брюки,"Митинская ул., 25",Москва,+7 495 752-18-74,,https://www.google.com/maps/place/%D0%9F%D0%B8%D0%B4%D0%B6%D0%B0%D0%BA+%2B+%D0%91%D1%80%D1%8E%D0%BA%D0%B8/data=!4m7!3m6!1s0x46b54707c9e9c657:0xb6a16c2911d1083a!8m2!3d55.8444963!4d37.3631229!16s%2Fg%2F1td4yj97!19sChIJV8bpyQdHtUYROgjRESlsobY?authuser=0&hl=ru&rclk=1
Магазин Модной Мужской Одежды,"Юбилейный пр., 36",Москва,+7 495 793-13-00,,https://www.google.com/maps/place/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%9C%D0%BE%D0%B4%D0%BD%D0%BE%D0%B9+%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%9E%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B/data=!4m7!3m6!1s0x46b5388cf9901dcd:0x1aec3557067cb773!8m2!3d55.887243!4d37.4213119!16s%2Fg%2F1pzwgcq66!19sChIJzR2Q-Yw4tUYRc7d8Blc17Bo?authuser=0&hl=ru&rclk=1
"Leon, магазин мужской одежды","Фестивальная ул., 13, корп. 1",Москва,+7 926 575-39-13,,"https://www.google.com/maps/place/Leon,+%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B/data=!4m7!3m6!1s0x46b5380498a5dd1b:0x4103885fe21c9dcd!8m2!3d55.855634!4d37.477083!16s%2Fg%2F12hmlt7tt!19sChIJG92lmAQ4tUYRzZ0c4l-IA0E?authuser=0&hl=ru&rclk=1"
The King,"Тверская ул., 9",Москва,+7 999 500-99-19,,https://www.google.com/maps/place/The+King/data=!4m7!3m6!1s0x46b54bb9e5a9a0c7:0xd0613334d15f8349!8m2!3d55.759709!4d37.610703!16s%2Fg%2F11rwpnl4n_!19sChIJx6Cp5blLtUYRSYNf0TQzYdA?authuser=0&hl=ru&rclk=1
Bagozza,"Ленинградское ш., 16с4",Москва,+7 495 981-47-72,,https://www.google.com/maps/place/Bagozza/data=!4m7!3m6!1s0x46b5483ccd13ce83:0x498a15c0763af6a4!8m2!3d55.8235157!4d37.4983157!16s%2Fg%2F124t57xmc!19sChIJg84TzTxItUYRpPY6dsAVikk?authuser=0&hl=ru&rclk=1
Бауротти,"Головинское ш., дом 5 стр 1",Москва,+7 915 195-35-61,,https://www.google.com/maps/place/%D0%91%D0%B0%D1%83%D1%80%D0%BE%D1%82%D1%82%D0%B8/data=!4m7!3m6!1s0x46b537fd545a2d85:0x47a8fcb2b60bd44!8m2!3d55.8398226!4d37.4903247!16s%2Fg%2F11nx2_rq5r!19sChIJhS1aVP03tUYRRL1gK8uPegQ?authuser=0&hl=ru&rclk=1
Мужская одежда «Egoiste»,"Локомотивный пр., владение 2 строение 2",Москва,+7 901 517-05-63,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%B0%D1%8F+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D0%B0+%C2%ABEgoiste%C2%BB/data=!4m7!3m6!1s0x46b5364a331b9875:0x97e6a6ee6f9b80a5!8m2!3d55.8379772!4d37.5764276!16s%2Fg%2F11c6_bm0dz!19sChIJdZgbM0o2tUYRpYCbb-6m5pc?authuser=0&hl=ru&rclk=1
Van Cliff,"ул. Авиаконструктора Микояна, 10",Москва,+7 966 172-44-32,,https://www.google.com/maps/place/Van+Cliff/data=!4m7!3m6!1s0x46b549bdb3ed4157:0xfbb6a7054a5d8dd3!8m2!3d55.7900074!4d37.5322152!16s%2Fg%2F11c6cx_xts!19sChIJV0Hts71JtUYR041dSgWntvs?authuser=0&hl=ru&rclk=1
Outlett.ru,"ул. Пресненский Вал, 44",Москва,+7 800 777-53-05,,https://www.google.com/maps/place/Outlett.ru/data=!4m7!3m6!1s0x46b54be5787193f9:0x6b022eb8c0543302!8m2!3d55.7719238!4d37.5720453!16s%2Fg%2F11c30rf1r_!19sChIJ-ZNxeOVLtUYRAjNUwLguAms?authuser=0&hl=ru&rclk=1
Quesste,"Ветошный пер., 9",Москва,+7 495 748-72-03,,https://www.google.com/maps/place/Quesste/data=!4m7!3m6!1s0x46b54a5a3b512ce9:0xae1998d7fd3da3bd!8m2!3d55.7555461!4d37.6218761!16s%2Fg%2F11c6f0x9_q!19sChIJ6SxRO1pKtUYRvaM9_deYGa4?authuser=0&hl=ru&rclk=1
Mishelin,"Осенний б-р, 7к2",Москва,+7 495 699-87-95,,https://www.google.com/maps/place/Mishelin/data=!4m7!3m6!1s0x46b54f31f1fa97ef:0x99004623d2cd5a13!8m2!3d55.758324!4d37.405916!16s%2Fg%2F12hmrtsvl!19sChIJ75f68TFPtUYRE1rN0iNGAJk?authuser=0&hl=ru&rclk=1
MaxHause,"ТЦ ""Европарк"", Рублёвское ш., 62",Москва,+7 499 929-53-59,,https://www.google.com/maps/place/MaxHause/data=!4m7!3m6!1s0x46b54f4efb4d144b:0xaf7e14a40cc5e056!8m2!3d55.766106!4d37.3829075!16s%2Fg%2F1pp2th1cj!19sChIJSxRN-05PtUYRVuDFDKQUfq8?authuser=0&hl=ru&rclk=1
Cacharel,"Славянский б-р, 1",Москва,,,https://www.google.com/maps/place/Cacharel/data=!4m7!3m6!1s0x46b54ea8a67b19c3:0xea93ed8c7ad93242!8m2!3d55.7279368!4d37.4757877!16s%2Fg%2F11g6wx87_w!19sChIJwxl7pqhOtUYRQjLZeoztk-o?authuser=0&hl=ru&rclk=1
Albione,"Хорошевский пр-д, 14",Москва,,,https://www.google.com/maps/place/Albione/data=!4m7!3m6!1s0x46b54f99bce75057:0x2ca34ccd22dd4df!8m2!3d55.7205107!4d37.3796978!16s%2Fg%2F11rgrckn07!19sChIJV1DnvJlPtUYR39Qt0sw0ygI?authuser=0&hl=ru&rclk=1
Baon,"Ярцевская ул., 19",Москва,+7 495 637-87-08 ext. 545,,https://www.google.com/maps/place/Baon/data=!4m7!3m6!1s0x46b54f2d28b36b7d:0xe869b30b30331ee8!8m2!3d55.7385177!4d37.4104872!16s%2Fg%2F11s643c9bz!19sChIJfWuzKC1PtUYR6B4zMAuzaeg?authuser=0&hl=ru&rclk=1
Сударь,"Маршала Бирюзова ул., 14",Москва,+7 495 640-38-75,,https://www.google.com/maps/place/%D0%A1%D1%83%D0%B4%D0%B0%D1%80%D1%8C/data=!4m7!3m6!1s0x46b5498f2ec201e3:0x18912c97c9b68e29!8m2!3d55.7939932!4d37.4932496!16s%2Fg%2F11mr2tr_qz!19sChIJ4wHCLo9JtUYRKY62yZcskRg?authuser=0&hl=ru&rclk=1
KANZLER,"56-й км МКАД, внешняя сторона",Москва,+7 495 236-14-91,,https://www.google.com/maps/place/KANZLER/data=!4m7!3m6!1s0x46b54feee4352a2f:0x5da264e088808d5d!8m2!3d55.7325996!4d37.3982262!16s%2Fg%2F11hzwc549n!19sChIJLyo15O5PtUYRXY2AiOBkol0?authuser=0&hl=ru&rclk=1
Сударь,"м.Кунцевская, Кутузовский просп., 71",Москва,+7 495 440-82-87,,https://www.google.com/maps/place/%D0%A1%D1%83%D0%B4%D0%B0%D1%80%D1%8C/data=!4m7!3m6!1s0x46b54ebd5e8b09fb:0x87eec3ae75031715!8m2!3d55.723726!4d37.4520717!16s%2Fg%2F12hm0yc5t!19sChIJ-wmLXr1OtUYRFRcDda7D7oc?authuser=0&hl=ru&rclk=1
HENDERSON,"Ленинградское ш., 16Ас4, ТЦ «Метрополис», 2 этаж",Москва,+7 499 705-63-77,,https://www.google.com/maps/place/HENDERSON/data=!4m7!3m6!1s0x46b5483ccb8a861b:0x53a883f366e4aa73!8m2!3d55.8225748!4d37.4969397!16s%2Fg%2F11g6nbsgwl!19sChIJG4aKyzxItUYRc6rkZvODqFM?authuser=0&hl=ru&rclk=1
VAN CLIFF (ТРЦ Авиапарк),"Ходынский б-р, 4 2 этаж ТРЦ Авиапарк",Москва,+7 966 172-44-32,,https://www.google.com/maps/place/VAN+CLIFF+%28%D0%A2%D0%A0%D0%A6+%D0%90%D0%B2%D0%B8%D0%B0%D0%BF%D0%B0%D1%80%D0%BA%29/data=!4m7!3m6!1s0x46b54945736d5213:0x5a2d4bb2aaf9f1d3!8m2!3d55.7903552!4d37.5313481!16s%2Fg%2F11mk7xfxwl!19sChIJE1Jtc0VJtUYR0_H5qrJLLVo?authuser=0&hl=ru&rclk=1
"ДИНАСТИЯ, бутик мужской одежды и обуви",Рочдельская ул 11/5 Москва Центральный АО,Москва,+7 905 740-65-35,,"https://www.google.com/maps/place/%D0%94%D0%98%D0%9D%D0%90%D0%A1%D0%A2%D0%98%D0%AF,+%D0%B1%D1%83%D1%82%D0%B8%D0%BA+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B+%D0%B8+%D0%BE%D0%B1%D1%83%D0%B2%D0%B8/data=!4m7!3m6!1s0x46b54bcc8d103c4d:0x7ac00442429467fa!8m2!3d55.756395!4d37.570206!16s%2Fg%2F11n80fxf40!19sChIJTTwQjcxLtUYR-meUQkIEwHo?authuser=0&hl=ru&rclk=1"
Climber,,Москва,,,https://www.google.com/maps/place/Climber/data=!4m7!3m6!1s0x46b54f3312e10221:0x48264ac2e15977a3!8m2!3d55.7206976!4d37.3787103!16s%2Fg%2F11p02qv33g!19sChIJIQLhEjNPtUYRo3dZ4cJKJkg?authuser=0&hl=ru&rclk=1
"LLC ""Boggi RUS""","Лужнецкая наб. дом 2/4 ст 4, оф 34-36",Москва,+7 495 639-99-95,,https://www.google.com/maps/place/LLC+%22Boggi+RUS%22/data=!4m7!3m6!1s0x46b54bb9bca9f59b:0x891a143f75a82a99!8m2!3d55.715486!4d37.573763!16s%2Fg%2F11jkr44z0m!19sChIJm_WpvLlLtUYRmSqodT8UGok?authuser=0&hl=ru&rclk=1
Cacharel,"Пресненская наб., 2, 3, й этаж",Москва,+7 495 660-08-94,,https://www.google.com/maps/place/Cacharel/data=!4m7!3m6!1s0x46b54bdb836f9d93:0xf9f8421392187895!8m2!3d55.7486327!4d37.538818!16s%2Fg%2F1hd_4fvsg!19sChIJk51vg9tLtUYRlXgYkhNC-Pk?authuser=0&hl=ru&rclk=1
"MENS SEGMENT, магазин мужской классической одежды","магазин 73, Москва, проспект Мира, 211, ТРК «Европолис», 3 этаж, Сектор D",Москва,+7 800 707-91-41,,"https://www.google.com/maps/place/MENS+SEGMENT,+%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BA%D0%BB%D0%B0%D1%81%D1%81%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B/data=!4m7!3m6!1s0x46b537ea4e51a43f:0x6dc5d93a49b70092!8m2!3d55.8456765!4d37.660727!16s%2Fg%2F11rn7s8hj9!19sChIJP6RRTuo3tUYRkgC3STrZxW0?authuser=0&hl=ru&rclk=1"
ANDREW DUCK,"Кутузовский просп., 30/32",Москва,+7 916 401-41-06,,https://www.google.com/maps/place/ANDREW+DUCK/data=!4m7!3m6!1s0x46b54be86682e8b7:0x8c0b2d1ea2936df7!8m2!3d55.7431341!4d37.5366196!16s%2Fg%2F11c5wh73h6!19sChIJt-iCZuhLtUYR922Toh4tC4w?authuser=0&hl=ru&rclk=1
